time,run,reset,mode,runok,trq
0.266000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.268000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.270000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.272000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.274000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.276000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.278000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.280000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.282000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.284000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.286000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.288000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.290000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.292000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.294000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.296000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.298000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.300000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.302000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.304000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.306000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.308000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.310000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.312000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.314000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.316000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.318000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.320000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.322000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.324000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.326000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.328000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.330000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.332000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.334000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.336000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.338000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.340000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.342000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.344000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.346000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.348000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.350000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.352000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.354000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.356000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.358000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.360000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.362000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.364000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.366000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.368000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.370000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.372000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.374000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.376000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.378000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.380000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.382000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.384000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.386000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.388000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.390000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.392000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.394000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.396000,1.000000,0.000000,3.000000,1.000000,-5.250000
0.398000,1.000000,0.000000,3.000000,1.000000,-5.250000
